id,fecha,monto,tipo
24894,2024-09-10,382,debito
24895,2024-12-01,1722,credito
24896,2024-12-01,4656,debito
24897,2024-03-22,3445,debito
24898,2024-09-10,4112,credito
24899,2024-09-10,1718,credito
24900,2024-12-01,1872,debito
24901,2024-06-30,3117,credito
24902,2024-01-15,2203,debito
24903,2024-12-01,2618,credito
24904,2024-09-10,1409,debito
24905,2024-03-22,3285,credito
24906,2024-03-22,2199,debito
24907,2024-06-30,3182,credito
24908,2024-01-15,659,credito
24909,2024-03-22,4054,debito
24910,2024-12-01,222,debito
24911,2024-06-30,1959,credito
24912,2024-09-10,2465,credito
24913,2024-06-30,3082,debito
24914,2024-01-15,983,credito
24915,2024-09-10,3857,credito
24916,2024-01-15,143,debito
24917,2024-12-01,2268,debito
24918,2024-06-30,1146,debito
24919,2024-06-30,512,credito
24920,2024-12-01,3172,credito
24921,2024-01-15,1890,debito
24922,2024-06-30,3600,credito
24923,2024-09-10,4406,credito
24924,2024-09-10,3637,credito
24925,2024-12-01,2075,debito
24926,2024-09-10,1657,debito
24927,2024-01-15,1013,debito
24928,2024-03-22,4798,debito
24929,2024-06-30,1001,credito
24930,2024-03-22,3843,credito
24931,2024-09-10,137,credito
24932,2024-12-01,3016,credito
24933,2024-06-30,4650,credito
24934,2024-01-15,4885,credito
24935,2024-03-22,3242,debito
24936,2024-01-15,2205,debito
24937,2024-09-10,1524,debito
24938,2024-12-01,2082,debito
24939,2024-09-10,3863,debito
24940,2024-12-01,2844,debito
24941,2024-12-01,2131,debito
24942,2024-06-30,4867,credito
24943,2024-06-30,177,debito
24944,2024-06-30,3522,credito
24945,2024-09-10,931,debito
24946,2024-03-22,4459,credito
24947,2024-12-01,1182,debito
24948,2024-06-30,1954,debito
24949,2024-09-10,991,debito
24950,2024-03-22,1799,credito
24951,2024-12-01,679,credito
24952,2024-12-01,1027,debito
24953,2024-01-15,3114,credito
24954,2024-06-30,4320,debito
24955,2024-12-01,645,credito
24956,2024-01-15,4641,credito
24957,2024-01-15,2952,credito
24958,2024-12-01,232,credito
24959,2024-06-30,3079,credito
24960,2024-06-30,1321,credito
24961,2024-09-10,558,credito
24962,2024-03-22,3444,debito
24963,2024-06-30,4413,debito
24964,2024-12-01,3465,debito
24965,2024-06-30,3382,credito
24966,2024-01-15,1747,credito
24967,2024-09-10,2580,credito
24968,2024-01-15,1968,debito
24969,2024-01-15,4024,credito
24970,2024-12-01,3396,debito
24971,2024-06-30,135,credito
24972,2024-12-01,1858,credito
24973,2024-09-10,4151,credito
24974,2024-01-15,3674,debito
24975,2024-12-01,3683,credito
24976,2024-06-30,2137,credito
24977,2024-01-15,2186,debito
24978,2024-01-15,3365,debito
24979,2024-06-30,1273,debito
24980,2024-01-15,2662,credito
24981,2024-03-22,2317,debito
24982,2024-03-22,623,credito
24983,2024-12-01,2708,debito
24984,2024-09-10,4762,credito
24985,2024-06-30,3545,debito
24986,2024-09-10,3699,debito
24987,2024-12-01,4518,debito
24988,2024-03-22,329,credito
24989,2024-01-15,1576,credito
24990,2024-03-22,1226,debito
24991,2024-01-15,4828,credito
24992,2024-01-15,3761,debito
24993,2024-01-15,2446,credito
24994,2024-01-15,2464,debito
24995,2024-12-01,1490,debito
24996,2024-03-22,4206,debito
24997,2024-12-01,3545,debito
24998,2024-06-30,2702,credito
24999,2024-09-10,2674,credito
25000,2024-09-10,1570,credito
25001,2024-01-15,1455,credito
25002,2024-01-15,758,debito
25003,2024-09-10,4874,credito
25004,2024-03-22,3340,credito
25005,2024-01-15,4402,debito
25006,2024-06-30,1715,credito
25007,2024-03-22,3437,credito
25008,2024-09-10,324,credito
25009,2024-01-15,471,debito
25010,2024-06-30,4707,credito
25011,2024-01-15,2100,credito
25012,2024-12-01,2930,credito
25013,2024-09-10,2913,credito
25014,2024-03-22,1724,debito
25015,2024-12-01,177,debito
25016,2024-06-30,1858,credito
25017,2024-09-10,3775,credito
25018,2024-09-10,2669,debito
25019,2024-06-30,3357,credito
25020,2024-01-15,3334,debito
25021,2024-01-15,357,credito
25022,2024-03-22,4230,debito
25023,2024-09-10,2448,credito
25024,2024-12-01,3382,credito
25025,2024-06-30,4493,credito
25026,2024-01-15,958,debito
25027,2024-01-15,4746,credito
25028,2024-09-10,3279,debito
25029,2024-09-10,4973,credito
25030,2024-03-22,3295,debito
25031,2024-12-01,3320,debito
25032,2024-12-01,4054,credito
25033,2024-12-01,4407,credito
25034,2024-12-01,1026,debito
25035,2024-01-15,777,debito
25036,2024-12-01,4904,credito
25037,2024-09-10,512,credito
25038,2024-12-01,2625,debito
25039,2024-01-15,3084,credito
25040,2024-09-10,2047,credito
25041,2024-12-01,438,credito
25042,2024-12-01,1651,credito
25043,2024-09-10,2702,debito
25044,2024-12-01,188,debito
25045,2024-01-15,2032,credito
25046,2024-12-01,1306,credito
25047,2024-03-22,3588,credito
25048,17/06/2024,438,credito
25049,2024-03-22,304,credito
25050,2024-03-22,880,credito
25051,2024-09-10,4054,debito
25052,2024-03-22,195,credito
25053,2024-01-15,909,debito
25054,2024-12-01,3879,debito
25055,2024-09-10,309,debito
25056,2024-01-15,2822,debito
25057,2024-06-30,4210,credito
25058,2024-03-22,2624,debito
25059,2024-03-22,4748,credito
25060,2024-09-10,802,debito
25061,2024-12-01,3164,credito
25062,2024-06-30,4176,credito
25063,2024-06-30,142,debito
25064,2024-09-10,2376,credito
25065,2024-06-30,1387,debito
25066,2024-06-30,3882,debito
25067,2024-12-01,555,credito
25068,2024-06-30,1084,credito
25069,2024-03-22,1553,debito
25070,2024-06-30,2564,debito
25071,2024-09-10,2217,debito
25072,2024-09-10,1036,debito
25073,2024-06-30,1287,credito
25074,2024-12-01,884,credito
25075,2024-09-10,723,debito
25076,2024-12-01,2886,credito
25077,2024-01-15,2541,credito
25078,2024-12-01,4880,debito
25079,2024-12-01,3317,debito
25080,2024-09-10,3913,debito
25081,2024-03-22,331,credito
25082,2024-01-15,1545,credito
25083,2024-06-30,1415,debito
25084,2024-01-15,4812,credito
25085,2024-01-15,478,credito
25086,2024-12-01,4078,credito
25087,2024-12-01,2617,desconocido
25088,2024-01-15,974,debito
25089,2024-12-01,142,debito
25090,2024-12-01,2359,debito
25091,2024-09-10,2640,debito
25092,2024-12-01,2058,credito
25093,2024-03-22,1109,credito
25094,2024-09-10,4504,debito
25095,2024-03-22,1617,credito
25096,2024-06-30,4616,debito
25097,2024-09-10,1407,credito
25098,2024-03-22,3250,debito
25099,2024-12-01,1485,credito
25100,2024-01-15,1314,desconocido
25101,2024-03-22,2511,credito
25102,2024-03-22,2604,credito
25103,2024-01-15,3623,credito
25104,2024-03-22,488,debito
25105,2024-06-30,2577,debito
25106,2024-03-22,4300,credito
25107,2024-03-22,3860,credito
25108,2024-03-22,2736,credito
25109,2024-01-15,3062,credito
25110,2024-06-30,208,credito
25111,2024-06-30,1788,credito
25112,2024-01-15,3466,credito
25113,2024-03-22,1847,debito
25114,2024-06-30,2919,credito
25115,2024-03-22,859,debito
25116,2024-03-22,3919,debito
25117,2024-01-15,2126,debito
25118,2024-06-30,4706,credito
25119,2024-03-22,2941,credito
25120,2024-01-15,3906,debito
25121,2024-09-10,4835,debito
25122,2024-06-30,919,credito
25123,2024-09-10,849,credito
25124,2024-03-22,867,credito
25125,2024-09-10,145,debito
25126,2024-09-10,3087,credito
25127,2024-03-22,713,credito
25128,2024-01-15,747,credito
25129,2024-01-15,427,credito
25130,2024-03-22,4431,credito
25131,2024-09-10,3849,debito
25132,2024-12-01,4749,credito
25133,2024-06-30,4208,credito
25134,2024-01-15,1197,debito
25135,2024-06-30,2378,credito
25136,2024-12-01,1849,credito
25137,2024-09-10,2512,credito
25138,2024-06-30,3670,debito
25139,2024-09-10,2096,credito
25140,2024-03-22,608,credito
25141,2024-01-15,2284,debito
25142,2024-09-10,3737,debito
25143,2024-03-22,3886,debito
25144,2024-03-22,942,credito
25145,2024-12-01,954,debito
25146,2024-12-01,483,debito
25147,2024-12-01,3160,credito
25148,2024-06-30,3832,debito
25149,2024-09-10,814,debito
25150,2024-12-01,673,debito
25151,2024-03-22,2421,debito
25152,2024-06-30,2435,credito
25153,2024-01-15,1793,debito
25154,2024-12-01,3097,debito
25155,2024-01-15,4744,debito
25156,2024-09-10,3849,credito
25157,2024-12-01,3483,credito
25158,2024-12-01,2230,credito
25159,2024-03-22,3099,debito
25160,2024-03-22,3968,debito
25161,2024-12-01,971,debito
25162,2024-06-30,1719,credito
25163,2024-06-30,2422,credito
25164,2024-12-01,2565,debito
25165,2024-09-10,1783,debito
25166,2024-12-01,1790,credito
25167,2024-06-30,4169,debito
25168,2024-12-01,3037,credito
25169,2024-01-15,2542,debito
25170,2024-01-15,3657,debito
25171,2024-03-22,2036,debito
25172,2024-01-15,2652,debito
25173,2024-01-15,2460,credito
25174,2024-01-15,2968,credito
25175,2024-03-22,150,credito
25176,2024-09-10,708,credito
25177,2024-06-30,3356,credito
25178,2024-09-10,3721,credito
25179,2024-06-30,398,credito
25180,2024-01-15,2913,credito
25181,2024-09-10,2421,credito
25182,2024-03-22,111,debito
25183,2024-09-10,3557,credito
25184,2024-06-30,3683,debito
25185,2024-01-15,1041,debito
25186,2024-03-22,1498,credito
25187,2024-12-01,2641,credito
25188,2024-12-01,2715,debito
25189,2024-09-10,1019,debito
25190,2024-01-15,2945,debito
25191,2024-09-10,4051,debito
25192,2024-06-30,3050,debito
25193,2024-03-22,1552,credito
25194,2024-03-22,1920,credito
25195,2024-12-01,4954,credito
25196,2024-12-01,609,credito
25197,2024-09-10,4281,credito
25198,2024-06-30,3072,debito
25199,2024-12-01,2661,debito
25200,2024-12-01,3214,credito
25201,2024-09-10,272,credito
25202,2024-09-10,4820,credito
25203,2024-12-01,2729,credito
25204,2024-06-30,1317,debito
25205,2024-06-30,2494,debito
25206,2024-01-15,3894,debito
25207,2024-06-30,4324,debito
25208,2024-12-01,4117,debito
25209,2024-01-15,3430,debito
25210,2024-09-10,2516,credito
25211,2024-01-15,3920,credito
25212,2024-12-01,2218,debito
25213,2024-09-10,3606,debito
25214,2024-09-10,1835,debito
25215,2024-01-15,3397,credito
25216,2024-09-10,2890,credito
25217,2024-06-30,2269,debito
25218,2024-03-22,4188,debito
25219,2024-03-22,396,debito
25220,2024-06-30,4005,credito
25221,2024-01-15,3854,credito
25222,2024-12-01,4211,debito
25223,2024-06-30,893,debito
25224,2024-09-10,1651,credito
25225,2024-12-01,816,credito
25226,2024-03-22,739,debito
25227,2024-09-10,4050,credito
25228,2024-06-30,3748,credito
25229,2024-06-30,800,credito
25230,2024-06-30,,debito
25231,2024-09-10,1687,debito
25232,2024-06-30,4435,credito
25233,2024-03-22,2889,debito
25234,2024-01-15,2116,credito
25235,2024-09-10,913,credito
25236,2024-06-30,3373,debito
25237,2024-01-15,430,credito
25238,2024-01-15,3558,credito
25239,2024-01-15,3928,credito
25240,2024-12-01,637,credito
25241,2024-09-10,3083,debito
25242,2024-01-15,4016,credito
25243,2024-03-22,4324,debito
25244,2024-09-10,4221,credito
25245,2024-01-15,4196,credito
25246,2024-09-10,4756,credito
25247,2024-01-15,307,credito
25248,2024-06-30,1371,credito
25249,2024-12-01,3162,credito
25250,2024-06-30,1110,debito
25251,2024-06-30,2600,debito
25252,2024-03-22,270,debito
25253,2024-01-15,794,credito
25254,2024-12-01,3390,credito
25255,2024-03-22,3119,credito
25256,2024-03-22,4715,credito
25257,2024-03-22,2560,credito
25258,17/06/2024,4323,debito
25259,2024-12-01,2469,credito
25260,2024-09-10,2074,credito
25261,2024-09-10,3853,debito
25262,2024-09-10,855,credito
25263,2024-03-22,4652,credito
25264,2024-03-22,858,debito
25265,2024-01-15,2748,credito
25266,2024-01-15,669,credito
25267,2024-06-30,1248,credito
25268,2024-01-15,1851,debito
25269,2024-01-15,3363,credito
25270,2024-06-30,916,credito
25271,2024-01-15,1740,credito
25272,2024-12-01,2449,credito
25273,2024-09-10,3964,debito
25274,2024-09-10,4430,debito
25275,2024-01-15,311,credito
25276,2024-06-30,736,credito
25277,2024-12-01,586,credito
25278,2024-09-10,1742,credito
25279,2024-01-15,785,credito
25280,2024-01-15,883,debito
25281,2024-06-30,4702,credito
25282,2024-03-22,627,debito
25283,2024-12-01,2684,credito
25284,2024-01-15,3924,credito
25285,2024-06-30,2776,debito
25286,2024-03-22,3735,debito
25287,2024-12-01,1089,debito
25288,2024-06-30,465,debito
25289,2024-03-22,3605,credito
25290,2024-12-01,1492,credito
25291,2024-12-01,941,debito
25292,2024-03-22,1310,credito
25293,2024-06-30,4834,credito
25294,2024-09-10,2535,credito
25295,2024-01-15,1638,debito
25296,2024-01-15,4053,debito
25297,2024-06-30,1311,credito
25298,2024-12-01,4875,debito
25299,2024-06-30,4219,debito
25300,2024-06-30,601,credito
25301,2024-12-01,1164,debito
25302,2024-01-15,2219,debito
25303,2024-12-01,2361,credito
25304,2024-09-10,2241,debito
25305,2024-03-22,754,credito
25306,2024-01-15,4255,credito
25307,2024-06-30,3413,debito
25308,2024-06-30,2972,debito
25309,2024-06-30,2683,debito
25310,2024-03-22,3383,debito
25311,2024-01-15,4619,debito
25312,2024-12-01,3948,debito
25313,2024-06-30,173,credito
25314,2024-01-15,4000,credito
25315,2024-01-15,2449,credito
25316,2024-06-30,3221,debito
25317,2024-12-01,1275,debito
25318,2024-06-30,3103,credito
25319,2024-01-15,537,debito
25320,2024-03-22,3007,debito
25321,2024-09-10,2386,credito
25322,2024-01-15,1944,debito
25323,2024-09-10,612,credito
25324,2024-12-01,2023,debito
25325,2024-06-30,4307,credito
25326,2024-03-22,4091,debito
25327,2024-09-10,397,debito
25328,2024-03-22,2508,debito
25329,2024-09-10,2700,debito
25330,2024-03-22,1127,credito
25331,2024-03-22,664,credito
25332,2024-09-10,1233,debito
25333,2024-09-10,2102,debito
25334,2024-06-30,2855,credito
25335,2024-06-30,3139,credito
25336,2024-09-10,3051,debito
25337,2024-06-30,1387,debito
25338,2024-12-01,4212,debito
25339,2024-09-10,1918,debito
25340,2024-03-22,1302,debito
25341,2024-06-30,1738,credito
25342,2024-01-15,1365,credito
25343,2024-06-30,3202,debito
25344,2024-12-01,2795,debito
25345,2024-06-30,758,debito
25346,2024-01-15,1940,debito
25347,2024-03-22,4631,debito
25348,2024-01-15,3001,debito
25349,2024-12-01,433,debito
25350,2024-03-22,1418,debito
25351,2024-09-10,3455,credito
25352,2024-03-22,857,debito
25353,2024-12-01,1135,debito
25354,2024-01-15,4081,debito
25355,2024-06-30,4317,debito
25356,2024-12-01,4958,debito
25357,2024-09-10,2203,debito
25358,2024-01-15,714,credito
25359,2024-01-15,2607,debito
25360,2024-03-22,4354,credito
25361,2024-06-30,1011,debito
25362,2024-09-10,307,credito
25363,2024-12-01,949,credito
25364,2024-03-22,418,debito
25365,2024-01-15,1103,debito
25366,2024-12-01,3961,debito
25367,2024-03-22,4787,credito
25368,2024-06-30,3299,debito
25369,2024-09-10,1343,debito
25370,2024-03-22,1657,credito
25371,2024-12-01,1597,credito
25372,2024-06-30,3628,credito
25373,2024-01-15,2410,credito
25374,2024-06-30,3300,debito
25375,2024-09-10,3353,debito
25376,2024-12-01,2605,debito
25377,2024-03-22,1826,credito
25378,2024-01-15,2293,debito
25379,2024-03-22,4975,debito
25380,2024-03-22,1352,credito
25381,2024-06-30,838,debito
25382,2024-06-30,1403,credito
25383,2024-06-30,2573,debito
25384,2024-03-22,1080,credito
25385,2024-12-01,316,debito
25386,2024-03-22,4859,credito
25387,2024-01-15,0,debito
25388,2024-01-15,237,credito
25389,2024-06-30,4827,credito
25390,2024-01-15,2392,debito
25391,2024-01-15,2423,debito
25392,2024-12-01,2466,credito
25393,2024-06-30,3233,debito
25394,2024-03-22,2144,debito
25395,2024-03-22,1749,debito
25396,2024-03-22,2551,credito
25397,2024-12-01,1675,credito
25398,2024-03-22,4625,debito
25399,2024-01-15,1036,credito
25400,2024-01-15,3679,credito
25401,2024-03-22,258,debito
25402,2024-12-01,3514,debito
25403,2024-03-22,1031,credito
25404,2024-09-10,2712,credito
25405,2024-12-01,4446,credito
25406,2024-09-10,2896,debito
25407,2024-03-22,566,credito
25408,2024-12-01,725,credito
25409,2024-01-15,2373,credito
25410,2024-09-10,2479,credito
25411,2024-06-30,3996,credito
25412,2024-01-15,4645,debito
25413,2024-01-15,4322,debito
25414,2024-12-01,3040,credito
25415,2024-06-30,1593,debito
25416,2024-12-01,4940,debito
25417,2024-03-22,2560,debito
25418,2024-12-01,3709,debito
25419,2024-09-10,3354,debito
25420,2024-01-15,721,debito
25421,2024-06-30,2919,debito
25422,2024-12-01,2994,credito
25423,2024-12-01,828,credito
25424,2024-12-01,3032,credito
25425,2024-01-15,4761,credito
25426,2024-09-10,1613,debito
25427,2024-09-10,4353,credito
25428,2024-01-15,1375,credito
25429,2024-09-10,3412,credito
25430,2024-12-01,4243,credito
25431,2024-12-01,414,credito
25432,2024-03-22,2250,debito
25433,2024-06-30,4235,debito
25434,2024-12-01,4475,debito
25435,2024-06-30,204,credito
25436,2024-01-15,1464,debito
25437,2024-09-10,3509,credito
25438,2024-03-22,4471,debito
25439,2024-03-22,4194,debito
25440,2024-09-10,3721,credito
25441,2024-01-15,2881,credito
25442,2024-06-30,362,debito
25443,2024-01-15,2030,credito
25444,2024-03-22,4472,debito
25445,2024-01-15,467,debito
25446,2024-03-22,3612,debito
25447,2024-12-01,1921,credito
25448,2024-12-01,2435,credito
25449,2024-06-30,2065,credito
25450,2024-12-01,4244,credito
25451,2024-01-15,4957,debito
25452,2024-12-01,4738,debito
25453,2024-06-30,359,debito
25454,2024-06-30,4979,credito
25455,2024-01-15,3314,credito
25456,2024-12-01,2039,credito
25457,2024-01-15,1959,debito
25458,2024-09-10,4653,credito
25459,2024-09-10,902,debito
25460,2024-09-10,1952,debito
25461,2024-01-15,1813,debito
25462,2024-06-30,290,credito
25463,2024-09-10,563,debito
25464,2024-09-10,432,credito
25465,2024-12-01,403,debito
25466,2024-01-15,3875,debito
25467,2024-01-15,3370,debito
25468,2024-06-30,4879,debito
25469,2024-12-01,4900,debito
25470,2024-09-10,2855,debito
25471,2024-12-01,4714,debito
25472,2024-12-01,1725,credito
25473,2024-09-10,922,debito
25474,2024-01-15,1686,credito
25475,2024-12-01,1305,credito
25476,17/06/2024,3239,debito
25477,2024-01-15,1367,credito
25478,2024-03-22,3738,debito
25479,2024-01-15,2295,debito
25480,2024-03-22,2540,credito
25481,2024-03-22,2127,credito
25482,2024-03-22,2873,credito
25483,2024-03-22,2643,credito
25484,2024-03-22,3839,credito
25485,2024-03-22,645,debito
25486,2024-12-01,3127,credito
25487,2024-06-30,4869,debito
25488,2024-06-30,2528,credito
25489,2024-09-10,3701,credito
25490,2024-03-22,930,credito
25491,2024-12-01,3533,credito
25492,2024-01-15,1569,credito
25493,2024-09-10,4584,debito
25494,2024-09-10,2278,debito
25495,2024-06-30,3228,debito
25496,2024-09-10,1979,credito
25497,2024-06-30,800,credito
25498,2024-06-30,1661,credito
25499,2024-09-10,3904,debito
25500,2024-12-01,1425,debito
25501,2024-09-10,3585,credito
25502,2024-09-10,4081,debito
25503,2024-12-01,3626,credito
25504,2024-12-01,1680,credito
25505,2024-03-22,3084,credito
25506,2024-12-01,2322,debito
25507,2024-01-15,1913,credito
25508,2024-03-22,2281,credito
25509,2024-09-10,4201,debito
25510,2024-01-15,3302,credito
25511,2024-09-10,1639,credito
25512,2024-09-10,1668,credito
25513,2024-09-10,4560,credito
25514,2024-12-01,3837,debito
25515,2024-03-22,197,debito
25516,2024-03-22,3473,credito
25517,2024-03-22,1424,credito
25518,2024-09-10,1314,debito
25519,2024-03-22,4794,debito
25520,2024-09-10,4434,debito
25521,2024-12-01,687,credito
25522,2024-09-10,3750,credito
25523,2024-09-10,3255,credito
25524,2024-12-01,411,debito
25525,2024-03-22,723,debito
25526,2024-12-01,2068,debito
25527,2024-03-22,2472,credito
25528,2024-01-15,2621,credito
25529,2024-01-15,4377,debito
25530,2024-01-15,3325,debito
25531,2024-09-10,539,debito
25532,2024-09-10,856,credito
25533,2024-06-30,1859,credito
25534,2024-12-01,2883,debito
25535,2024-06-30,3313,debito
25536,2024-01-15,3128,credito
25537,2024-09-10,157,credito
25538,2024-12-01,4495,credito
25539,2024-03-22,487,debito
25540,2024-09-10,2590,debito
25541,2024-06-30,233,credito
25542,2024-09-10,3095,credito
25543,2024-03-22,4503,credito
25544,2024-01-15,3758,debito
25545,2024-06-30,1498,debito
25546,2024-06-30,4930,debito
25547,2024-01-15,4776,debito
25548,2024-03-22,4796,debito
25549,2024-01-15,2298,credito
25550,2024-12-01,1030,credito
25551,2024-12-01,1985,credito
25552,2024-03-22,3954,debito
25553,2024-09-10,2669,credito
25554,2024-12-01,1579,debito
25555,2024-03-22,4081,debito
25556,2024-03-22,4506,debito
25557,2024-09-10,4892,credito
25558,2024-09-10,1374,debito
25559,2024-09-10,2314,debito
25560,2024-12-01,2644,debito
25561,2024-03-22,4959,credito
25562,2024-01-15,3408,debito
25563,2024-12-01,4267,credito
25564,2024-03-22,4016,credito
25565,2024-09-10,2110,credito
25566,2024-12-01,3289,credito
25567,2024-12-01,874,desconocido
25568,2024-06-30,2795,credito
25569,2024-06-30,2930,debito
25570,2024-12-01,2902,debito
25571,2024-12-01,4164,credito
25572,2024-09-10,3158,debito
25573,2024-12-01,1965,credito
25574,2024-12-01,2905,debito
25575,2024-09-10,3390,debito
25576,2024-06-30,1672,credito
25577,2024-03-22,4799,debito
25578,2024-12-01,3023,debito
25579,2024-01-15,3581,debito
25580,2024-06-30,2470,credito
25581,2024-12-01,448,credito
25582,2024-12-01,4858,credito
25583,2024-06-30,1363,credito
25584,2024-06-30,3483,credito
25585,2024-12-01,3239,debito
25586,2024-01-15,1543,debito
25587,2024-12-01,210,credito
25588,2024-03-22,1926,credito
25589,2024-03-22,2954,credito
25590,2024-03-22,4629,credito
25591,2024-06-30,1093,debito
25592,2024-03-22,2998,debito
25593,2024-06-30,3388,debito
25594,2024-06-30,3288,credito
25595,2024-01-15,2042,credito
25596,2024-09-10,2572,debito
25597,2024-09-10,3815,debito
25598,2024-09-10,4643,debito
25599,2024-03-22,746,credito
25600,2024-03-22,122,credito
25601,2024-06-30,1943,credito
25602,2024-09-10,4418,credito
25603,2024-12-01,2156,debito
25604,2024-01-15,3178,debito
25605,2024-03-22,1311,debito
25606,2024-09-10,4856,debito
25607,2024-01-15,2626,credito
25608,2024-09-10,1378,credito
25609,2024-12-01,1519,credito
25610,2024-09-10,2579,credito
25611,2024-06-30,1938,debito
25612,2024-03-22,4514,credito
25613,2024-01-15,2602,credito
25614,2024-09-10,3014,debito
25615,2024-06-30,3480,credito
25616,2024-12-01,2681,debito
25617,2024-03-22,478,debito
25618,2024-09-10,4043,debito
25619,2024-01-15,2592,desconocido
25620,2024-09-10,4533,debito
25621,2024-01-15,4222,debito
25622,2024-12-01,2404,credito
25623,2024-12-01,554,debito
25624,2024-06-30,524,debito
25625,2024-06-30,2833,debito
25626,2024-01-15,4406,credito
25627,2024-03-22,1855,credito
25628,2024-01-15,1935,debito
25629,2024-12-01,4586,debito
25630,2024-12-01,914,credito
25631,2024-01-15,1171,credito
25632,2024-12-01,983,debito
25633,2024-12-01,1601,credito
25634,2024-03-22,1345,debito
25635,2024-06-30,3831,credito
25636,2024-06-30,3528,debito
25637,2024-03-22,3161,credito
25638,2024-03-22,1456,credito
25639,2024-12-01,3820,credito
25640,2024-09-10,1062,debito
25641,2024-01-15,2162,credito
25642,2024-01-15,496,credito
25643,2024-09-10,4450,debito
25644,2024-09-10,3348,credito
25645,2024-06-30,2186,debito
25646,2024-12-01,1978,credito
25647,2024-03-22,113,debito
25648,2024-01-15,592,credito
25649,2024-09-10,988,credito
25650,2024-12-01,2582,debito
25651,2024-01-15,4409,credito
25652,2024-09-10,4695,credito
25653,2024-06-30,4578,credito
25654,2024-06-30,4353,credito
25655,2024-01-15,4392,credito
25656,2024-01-15,3621,credito
25657,2024-03-22,1362,credito
25658,2024-06-30,1358,credito
25659,2024-01-15,2032,debito
25660,2024-12-01,3951,credito
25661,2024-12-01,407,debito
25662,2024-06-30,1117,debito
25663,2024-01-15,1489,debito
25664,2024-01-15,0,debito
25665,2024-03-22,2130,credito
25666,2024-09-10,4062,credito
25667,2024-09-10,2535,credito
25668,2024-03-22,4345,credito
25669,2024-01-15,492,debito
25670,2024-01-15,3175,credito
25671,2024-01-15,3994,credito
25672,2024-03-22,1348,debito
25673,2024-06-30,1130,credito
25674,2024-01-15,3223,credito
25675,2024-01-15,4090,debito
25676,2024-12-01,4316,credito
25677,2024-06-30,2791,credito
25678,2024-12-01,1950,credito
25679,2024-03-22,1268,credito
25680,2024-12-01,1741,credito
25681,2024-06-30,1973,debito
25682,2024-03-22,3397,debito
25683,2024-12-01,4789,debito
25684,2024-01-15,908,debito
25685,2024-03-22,4666,credito
25686,2024-09-10,786,credito
25687,2024-03-22,1595,debito
25688,2024-09-10,1738,debito
25689,2024-12-01,3163,debito
25690,2024-01-15,2030,credito
25691,2024-06-30,2962,credito
25692,2024-06-30,2861,debito
25693,2024-09-10,1888,debito
25694,2024-03-22,4949,debito
25695,2024-09-10,3711,debito
25696,2024-09-10,2785,credito
25697,2024-06-30,2606,credito
25698,2024-03-22,200,debito
25699,2024-12-01,4947,credito
25700,2024-06-30,2110,debito
25701,2024-03-22,4887,debito
25702,2024-03-22,276,debito
25703,2024-01-15,1418,debito
25704,2024-09-10,2345,debito
25705,2024-01-15,3323,credito
25706,2024-12-01,1333,credito
25707,2024-03-22,611,debito
25708,2024-06-30,2786,credito
25709,2024-12-01,3581,debito
25710,2024-03-22,496,credito
25711,2024-06-30,267,debito
25712,2024-09-10,3589,debito
25713,2024-12-01,465,credito
25714,2024-09-10,4568,debito
25715,2024-01-15,4260,credito
25716,2024-06-30,4726,credito
25717,2024-01-15,4438,credito
25718,2024-12-01,3188,debito
25719,2024-03-22,2370,debito
25720,2024-12-01,4714,debito
25721,2024-06-30,2494,credito
25722,2024-06-30,1541,invalid
25723,2024-09-10,1204,debito
25724,2024-03-22,2589,debito
25725,2024-12-01,3854,credito
25726,2024-09-10,2058,credito
25727,2024-12-01,2759,debito
25728,2024-09-10,3249,credito
25729,2024-01-15,1872,credito
25730,2024-03-22,3431,credito
25731,2024-01-15,1743,credito
25732,2024-12-01,3854,credito
25733,2024-12-01,734,debito
25734,2024-03-22,239,credito
25735,2024-01-15,1995,debito
25736,2024-01-15,1292,debito
25737,2024-06-30,3082,debito
25738,2024-09-10,4773,debito
25739,2024-09-10,3491,credito
25740,2024-09-10,2275,debito
25741,2024-12-01,4593,debito
25742,2024-01-15,3319,credito
25743,2024-09-10,4983,credito
25744,2024-06-30,4911,credito
25745,2024-09-10,4981,credito
25746,2024-03-22,2070,debito
25747,2024-09-10,664,debito
25748,2024-09-10,1129,credito
25749,2024-01-15,4572,debito
25750,2024-12-01,2536,debito
25751,2024-06-30,1683,debito
25752,2024-09-10,3344,debito
25753,2024-01-15,3209,credito
25754,2024-03-22,322,credito
25755,2024-06-30,4552,credito
25756,2024-12-01,1349,debito
25757,2024-06-30,816,credito
25758,2024-03-22,4755,debito
25759,2024-03-22,927,credito
25760,2024-06-30,3988,desconocido
25761,2024-03-22,1332,debito
25762,2024-06-30,3653,debito
25763,2024-12-01,4496,credito
25764,2024-06-30,4675,debito
25765,2024-09-10,1690,credito
25766,2024-03-22,1776,debito
25767,2024-01-15,180,debito
25768,2024-01-15,1745,debito
25769,2024-06-30,2561,debito
25770,2024-01-15,564,debito
25771,2024-01-15,463,debito
25772,2024-06-30,1794,credito
25773,2024-12-01,4273,credito
25774,2024-01-15,4024,debito
25775,2024-03-22,4562,debito
25776,2024-12-01,4437,debito
25777,2024-06-30,3542,debito
