id,fecha,monto,tipo
944,2024-06-30,1598,debito
945,2024-09-10,2326,credito
946,2024-09-10,3554,debito
947,2024-01-15,1405,debito
948,2024-12-01,4054,credito
949,2024-09-10,3037,debito
950,2024-03-22,4057,credito
951,2024-09-10,3710,debito
952,2024-06-30,201,debito
953,2024-06-30,4352,debito
954,2024-03-22,4047,credito
955,2024-09-10,1317,debito
956,2024-03-22,4241,credito
957,2024-03-22,713,credito
958,2024-06-30,2378,debito
959,2024-12-01,3201,credito
960,2024-01-15,3860,credito
961,2024-09-10,821,credito
962,2024-01-15,4174,debito
963,2024-09-10,393,debito
964,2024-12-01,2595,debito
965,2024-09-10,2892,credito
966,2024-03-22,3822,credito
967,2024-12-01,3975,credito
968,2024-01-15,898,debito
969,2024-06-30,2491,credito
970,2024-01-15,1444,credito
971,2024-09-10,976,credito
972,2024-03-22,1089,credito
973,2024-03-22,2868,debito
974,2024-01-15,4923,debito
975,2024-09-10,3846,debito
976,2024-01-15,4444,debito
977,2024-09-10,4893,credito
978,2024-03-22,4839,debito
979,2024-03-22,948,credito
980,2024-12-01,2736,credito
981,2024-12-01,2133,credito
982,2024-06-30,2509,credito
983,2024-03-22,3481,credito
984,2024-12-01,2671,debito
985,2024-12-01,2480,credito
986,2024-03-22,1556,credito
987,2024-06-30,4706,credito
988,2024-09-10,4473,credito
989,2024-09-10,204,debito
990,2024-03-22,534,debito
991,2024-03-22,2447,credito
992,2024-01-15,2517,debito
993,2024-01-15,3038,credito
994,2024-12-01,1937,credito
995,2024-06-30,484,credito
996,2024-06-30,4623,debito
997,2024-06-30,1763,credito
998,2024-06-30,4920,debito
999,2024-03-22,2509,credito
1000,2024-01-15,1631,debito
